name,tipo,latitude,longitude,cep
Della Via,car_repair,-22.5602640,-44.1720410,Sem CEP
365 Supermercado,supermarket,-22.5410573,-44.1685929,Sem CEP
ESC - Energic Sport Center Suplementos,"Supplements,_Sports_goods",-22.7894645,-43.3125593,25010060
Sem nome,yes,-23.5405302,-46.6066016,03052-030
Lukinhas Baby,clothes,-23.5384122,-46.6162488,03011-001
Sem nome,clothes,-23.5397233,-46.6196321,Sem CEP
Padaria Siméria,bakery,-22.5345958,-43.1977341,Sem CEP
Gráfica Sermograf,copyshop,-22.5354856,-43.1952763,Sem CEP
Borracharia,tyres,-16.5593527,-47.7906624,Sem CEP
Borracharia,tyres,-17.6818893,-46.3255331,Sem CEP
Caixa Econômica Federal,bank,-19.6285243,-43.8921410,Sem CEP
Varejão,greengrocer,-21.6056853,-48.3596040,Sem CEP
Sem nome,car,-21.6006229,-48.3627529,Sem CEP
Itaú,bank,-21.6004408,-48.3628843,Sem CEP
Mercadinho Padre Cícero,supermarket,-9.5092043,-35.9979619,57690000
Auto Posto Rodrigues,convenience,-9.5198697,-35.9989015,57690-000
Multmarket,supermarket,-22.5322839,-41.9604641,Sem CEP
Extra,supermarket,-22.5338151,-41.9629366,Sem CEP
Edson Bike,bicycle,-22.8226723,-43.3043614,21250-520
Ortopedia Brasil,yes,-23.4222122,-51.9530301,Sem CEP
Cacau Show,chocolate,-12.6748566,-39.1025181,Sem CEP
Banca Morumbi,newsagent,-22.1261742,-51.4147183,Sem CEP
Mecanica João,car_repair,-23.5284492,-46.6119626,03027-020
Beef Brasil,butcher,-25.5427018,-49.2070824,Sem CEP
Mecânica Rocar,car_repair,-25.5474315,-49.2010754,Sem CEP
Martineli,hairdresser,-25.5453792,-49.2006941,Sem CEP
Sem nome,supermarket,-25.2969789,-48.3259809,Sem CEP
Aquarius Auto serve,car_repair,-23.5005105,-46.6004648,02072-001
Casa Silva,convenience,-23.4982352,-46.5965595,02072-002
Lagoa e Mar,supermarket,-22.9242146,-42.3073534,Sem CEP
Tropical,supermarket,-22.9228828,-42.3097455,Sem CEP
Renato Lan House,computer,-22.4431140,-44.3110250,27570-000
Sem nome,doityourself,-23.5360838,-46.5856496,03060-020
Copérdia,supermarket,-27.2222420,-52.0161919,89700-000
Supermercado Imperial,supermarket,-27.2378539,-52.0328431,89700-000
Oficina de Bike,bicycle,-26.3466019,-48.7813832,Sem CEP
Copérdia,supermarket,-27.1578296,-52.1426732,Sem CEP
Zat Supermercado,supermarket,-27.2232933,-52.0375282,89703-148
Supermarket Braz de Pina,supermarket,-22.8351689,-43.3044213,Sem CEP
Bradesco,bank,-22.8503071,-43.3093092,Sem CEP
Honda,motorcycle,-22.8499624,-43.3095409,Sem CEP
Café e Cia,bakery,-29.0486811,-50.1467677,Sem CEP
Teixeira,supermarket,-29.0452750,-50.1400564,Sem CEP
Casa Lotérica,yes,-19.9389901,-43.9210290,Sem CEP
Sacolão Serra Verde,supermarket,-19.9379815,-43.9207447,Sem CEP
Santander,bank,-20.0250198,-48.9388906,Sem CEP
Banco do Brasil,bank,-20.0242757,-48.9390981,Sem CEP
Caixa Econômica Federal,bank,-20.0242301,-48.9402449,Sem CEP
Itaú,bank,-20.0253190,-48.9405412,Sem CEP
Livraria Monteiro,books,-12.9827185,-38.5148105,Sem CEP
Banca Piedade,newsagent,-12.9827294,-38.5149243,Sem CEP
Banco Santander,bank,-23.1906864,-46.8947228,Sem CEP
New Car Bosch Service,car_repair,-16.6806305,-49.3070250,74425-020
Pizzato Vinhas e Vinhos,wine,-29.1754223,-51.6022915,95700-972
Banca Job,newsagent,-12.9848209,-38.5197667,Sem CEP
APAE - TERESINA,yes,-5.0986999,-42.7944356,Sem CEP
Favo e Mel,bakery,-25.5405726,-49.2003418,Sem CEP
Tavorense,bakery,-25.5411816,-49.2006569,Sem CEP
Italinea Móveis Planejados,furniture,-20.2940485,-45.5394955,35588-000
Casa Loterica,lottery,-13.7591938,-41.7721993,46165-000
Bradesco,bank,-19.7443909,-47.9391890,Sem CEP
Loja da Vera,clothes,-25.2985270,-48.3300132,Sem CEP
Mercadinho,convenience,-25.2984360,-48.3300170,Sem CEP
Oficina Mec. do Luis,car_repair,-25.2983675,-48.3300161,Sem CEP
Ariad Modas,clothes,-25.2979894,-48.3301400,Sem CEP
Sem nome,bakery,-25.2970965,-48.3227380,Sem CEP
Mercado da Construção Clemilda,doityourself,-25.2972206,-48.3269809,Sem CEP
Primato Supermercado,supermarket,-24.7419324,-53.7232872,Sem CEP
Faísca Auto Center,car_repair,-20.3391858,-40.3944620,Sem CEP
Nacional Auto Peças,car_repair,-20.3393166,-40.3940061,Sem CEP
Super Pão,bakery,-20.3385847,-40.3930914,Sem CEP
Benny Bikes,bicycle,-15.8132787,-47.9885579,Sem CEP
Panificadora Trigo Luso,bakery,-23.4953774,-46.5780578,02135-001
Mecanica do Ze Pedro,car_repair,-23.4950872,-46.5800577,02135-001
Supermercado Pão de Açúcar - Retão de Manaíra,supermarket,-7.0973131,-34.8385861,Sem CEP
Mercadinho Central,supermarket,-7.1050428,-41.7034758,64618000
Lotérica,lottery,-7.1035992,-41.7030274,Sem CEP
Panificadora Bessa Pão,bakery,-7.0765019,-34.8374382,Sem CEP
Dia,supermarket,-23.4864487,-46.6056310,02242-001
Ótica Guará,gift,-25.2972660,-48.3272320,Sem CEP
AFUBRA,yes,-30.8542654,-51.8155385,Sem CEP
Funerária Jardim,funeral_directors,-30.8540104,-51.8151410,Sem CEP
Zona Sul,supermarket,-22.9813977,-43.1912501,Sem CEP
JR Locação,LOCAÇÃO_DE_EQUIPAMENTOS PARA EVENTOS,-12.9830180,-38.4806070,40276-140
UniSuper Moinhos de Vento,supermarket,-29.9174665,-51.1543838,Sem CEP
Líder do Campestre,bakery,-23.6393769,-46.5458004,Sem CEP
Posto de Amortecedores Vergueiro PAV,car_repair,-23.5957602,-46.6171697,04272-000
Itaú,bank,-22.9445701,-43.0344960,Sem CEP
Caixa Econômica Federal,bank,-22.9444960,-43.0346060,Sem CEP
Vila dos Pães,bakery,-23.5933770,-46.6839873,04552-020
Fruta Pão,bakery,-3.0955251,-60.0074969,Sem CEP
Bradesco,bank,-23.5288075,-46.7019895,Sem CEP
CVC,travel_agency,-23.5286280,-46.7020459,05051-001
Hering,clothes,-23.5286747,-46.7020378,Sem CEP
Civicão,pet,-23.5279863,-46.7032824,05050-060
Casa Toni - Lapa,hardware,-23.5281888,-46.7037744,05050-060
Bradesco,bank,-21.7974365,-49.9284170,Sem CEP
Banco do Brasil,bank,-21.7976044,-49.9267812,Sem CEP
Santander,bank,-21.7983365,-49.9284335,Sem CEP
Santander,bank,-16.6037038,-49.2600813,Sem CEP
Banco do Brasil,bank,-16.6036159,-49.2601177,Sem CEP
Caixa Econômica Federal,bank,-16.6016449,-49.2632863,Sem CEP
Jóia Escapamentos,car_repair,-23.5815428,-46.5647581,Sem CEP
SMS,video,-8.0531904,-34.9072741,Sem CEP
Padoka Panificadora e Confeitaria,bakery,-23.3070982,-51.1856659,Sem CEP
Itaú,bank,-23.5969570,-46.6877598,Sem CEP
Itaú,bank,-23.5955751,-46.6855649,Sem CEP
Caixa Econômica Federal,bank,-23.5949804,-46.6900868,Sem CEP
Banco do Brasil,bank,-27.6413825,-48.6785119,Sem CEP
Banco Santander,bank,-23.6314184,-46.6046750,04297-000
Caixa Econômica Federal,bank,-23.6287978,-46.6054463,04165-011
Padaria Dupão,bakery,-27.6648449,-48.4786473,Sem CEP
Padaria Monza,bakery,-20.3092982,-40.2942329,Sem CEP
Renner,clothes,-30.0458363,-51.2131977,Sem CEP
Oficina e Borracharia,car_repair,-25.2964878,-48.3214800,Sem CEP
Ariad Modas,clothes,-25.2972825,-48.3273180,Sem CEP
Pan Du Riz,bakery,-22.7996024,-43.1968917,Sem CEP
Pão e Tal Conveniências,convenience,-20.4565762,-54.5995280,Sem CEP
Posto Madalena,convenience,-26.3210461,-48.8401541,89202-210
Banco do Brasil,bank,-27.9013531,-48.9302467,Sem CEP
Sem nome,bakery,-29.8474397,-51.1310673,Sem CEP
Panificadora Anita,bakery,-26.3196362,-48.8515312,Sem CEP
Supermercado Lopes,supermarket,-23.5034163,-46.7578254,05110-000
Peixaria Santo Peixe,seafood,-19.8557580,-43.9557606,31270-310
Barden Eletromóveis,furniture,-29.4012234,-51.9445646,95940-000
Loja Barden,hardware,-29.4014551,-51.9443156,95940-000
Mercado Gisele,supermarket,-22.7440216,-50.7896267,19860-000
Sem nome,bakery,-15.9943470,-47.9952574,Sem CEP
Supermercado Santos Dumont,supermarket,-15.9944474,-47.9954719,Sem CEP
Caxangá Veículo (GM),car,-8.0385717,-34.9430334,Sem CEP
Vai Volta Brasil Turismo,travel_agency,-12.2650964,-38.9510730,Sem CEP
Padaria Suica,bakery,-23.0763825,-47.2087296,Sem CEP
Survel Veiculos,car,-30.8483268,-51.8074182,96180000
Loja de veículos,car,-30.8486676,-51.8068388,Sem CEP
Supermercado São José,supermarket,-30.8554973,-51.7955360,Sem CEP
Oficina ZÉ DA FIAT,car_repair,-30.8556401,-51.7989263,Sem CEP
Oficina Austríaco,car_repair,-30.8546638,-51.7988941,Sem CEP
Santander,bank,-23.5228298,-46.7020056,Sem CEP
Studio de Beleza Soraya Coiffeur,beauty,-22.8306253,-43.0693878,24435-000
R14 Projetos Elétricos,yes,-1.4401037,-48.4675814,Sem CEP
Piriquito,bakery,-23.6371365,-46.6581106,Sem CEP
Caixa Econômica Federal,bank,-15.8227955,-47.9055232,Sem CEP
Galego Motos,motorcycle,-15.7886918,-47.9186673,Sem CEP
Caixa Econômica Federal,bank,-26.5049567,-49.0905425,89259-565
Citibank,bank,-19.9277921,-43.9462809,Sem CEP
BB Estilo,bank,-19.9274476,-43.9470167,Sem CEP
Floricultura Santo Antão,florist,-29.1889797,-51.5058228,Sem CEP
Lavajato Zum,car_repair,-19.5231589,-42.6352116,Sem CEP
Peter Pão,bakery,-20.3539668,-40.2881734,Sem CEP
Banca Reviver,newsagent,-22.1273230,-51.3860734,Sem CEP
Livraria Espírita André Luiz,books,-22.1272189,-51.3868262,Sem CEP
Sem nome,convenience,-20.4937878,-40.7713429,Sem CEP
Ale Gnv,convenience,-22.5380231,-41.9669053,Sem CEP
Banco do Brasil,bank,-22.8783572,-46.9662915,Sem CEP
Galassi,supermarket,-22.8876531,-46.9797265,Sem CEP
Tfk,supermarket,-22.8881350,-46.9807492,Sem CEP
Confeitaria Jaber,pastry,-23.5779356,-46.6411241,Sem CEP
Confeitaria Monte Líbano,pastry,-23.5815389,-46.6380531,Sem CEP
Itaú,bank,-23.5810482,-46.6394312,Sem CEP
Banco do Brasil,bank,-22.0694811,-48.1762738,13580-000
Itaú,bank,-22.9323412,-42.4969470,Sem CEP
Banco do Brasil,bank,-22.9324327,-42.4967044,Sem CEP
Normatel,hardware,-3.7315845,-38.5459942,Sem CEP
Boi & Cia.,yes,-3.7314924,-38.5456013,Sem CEP
Supermercado Maurin,supermarket,-21.1877820,-47.8237717,Sem CEP
Sem nome,bakery,-21.1852196,-47.8317630,Sem CEP
Copérdia,supermarket,-27.0764144,-52.1352735,Sem CEP
Holiday Shopping,mall,-22.5251420,-41.9416359,Sem CEP
Village das Ostras Shopping Center,mall,-22.5266232,-41.9418660,12890-000
Estudio Manus,gift,-23.5559583,-46.6887258,05433-000
Panificadora Primavera,bakery,-22.6708238,-45.0041762,Sem CEP
Andarilho Hostel,vacant,-13.0053840,-38.5261092,Sem CEP
Funerária Santa Rita,funeral_directors,-30.8486193,-51.8156016,Sem CEP
Funerária Camaquense,funeral_directors,-30.8471226,-51.8145180,Sem CEP
Funerária Bom Pastor,funeral_directors,-30.8474104,-51.8129757,Sem CEP
Centeno,yes,-30.8493470,-51.8136677,Sem CEP
Foto Sutil,music,-30.8491869,-51.8137328,Sem CEP
Minuano Materiais de Construção,doityourself,-30.8541515,-51.8132880,Sem CEP
Clarão Materiais Elétricos,doityourself,-30.8537402,-51.8111285,Sem CEP
Miti Caça & Pesca,outdoor,-30.8539393,-51.8107102,Sem CEP
Implemaq Máquinas Agrícolas,car,-30.8539174,-51.8099807,Sem CEP
Açougue Costelão,butcher,-30.8542582,-51.8007903,Sem CEP
Supermercado Caravela,supermarket,-19.9854528,-49.6808235,Sem CEP
PC Informática,electronics,-30.8505294,-51.8094983,Sem CEP
Sem nome,convenience,-25.3007477,-48.3270772,Sem CEP
Fama Móveis,furniture,-12.6753038,-39.1022490,Sem CEP
Goiânia Fashion,clothes,-12.6738939,-39.1025050,Sem CEP
Passo a Passo,shoes,-12.6739307,-39.1025531,Sem CEP
MonteCastelo Mecanica e Chapeação,car_repair,-29.9282433,-51.1642729,Sem CEP
Disk Gás e Água,gas,-21.7429828,-48.1862295,Sem CEP
Rondinelli,hairdresser,-15.2504461,-40.2544462,Sem CEP
Copérdia,supermarket,-27.0546485,-52.0868693,Sem CEP
Sicoob Crediauc,bank,-27.0545697,-52.0866977,Sem CEP
Banco do Brasil,bank,-27.0530863,-52.0860459,Sem CEP
Sem nome,newsagent,-23.3350115,-51.1741908,Sem CEP
Comercial e Bazar Doujoto,supermarket,-29.9287523,-51.1301407,Sem CEP
GessoCOM Artefatos em GESSO,hardware,-29.9310206,-51.1294535,Sem CEP
Banco do Brasil,bank,-26.8969243,-49.2320462,Sem CEP
Itaú,bank,-26.8992042,-49.2307815,Sem CEP
Ambiente Certo,furniture,-25.4535992,-49.2273389,81530-020
Banco do Brasil,bank,-22.9085527,-47.0540904,Sem CEP
Bazar Bike Carioca,bicycle,-22.8518377,-43.3113507,Sem CEP
Bradesco,bank,-26.8956996,-49.2344800,Sem CEP
Caixa Econômica Federal,bank,-26.8935349,-49.2320816,Sem CEP
LA Modas,clothes,-23.1127956,-50.3741742,Sem CEP
Itaú,bank,-22.9132238,-43.2351080,Sem CEP
oficina do jô,car_repair,-22.9375700,-43.0135790,Sem CEP
Sem nome,convenience,-9.5162278,-36.0005400,Sem CEP
A Casa do Pão,bakery,-25.4321664,-49.2614901,Sem CEP
Mercadinho do Quinha,supermarket,-7.2917748,-35.6087450,Sem CEP
Banco do Brasil,bank,-22.5153946,-41.9311869,28896-052
Cartushow,computer,-22.5167698,-41.9309503,Sem CEP
Fera Auto Center,car_repair,-22.4912065,-41.9142795,Sem CEP
Itaú,bank,-22.5104594,-41.9292869,28896-052
Supermercado Avistão,supermarket,-22.4993251,-41.9273932,Sem CEP
Tocolândia,mall,-22.5248450,-41.9235410,Sem CEP
Sem nome,car,-25.4703229,-49.2530320,81630-000
Itaú,bank,-30.0257916,-51.2213851,Sem CEP
Ughini,yes,-30.0266932,-51.2232233,Sem CEP
Bradesco,bank,-30.0251829,-51.2230626,Sem CEP
Banrisul,bank,-30.0246390,-51.2218325,Sem CEP
Casa do Papel,stationery,-30.0267803,-51.2210988,Sem CEP
Lojas do ALDO,clothes,-30.0265027,-51.2206045,Sem CEP
Cia do Sapato,shoes,-30.0267229,-51.2208162,Sem CEP
Digimer Informática,hardware,-30.0279874,-51.2208072,Sem CEP
CIA do Notebook - Reparos,computer,-30.0281498,-51.2211889,Sem CEP
Mercado Dubom,supermarket,-11.3067396,-41.8465113,Sem CEP
Panificadora Souza,convenience,-11.3056772,-41.8460285,Sem CEP
Supermercado Jandani,supermarket,-11.3057930,-41.8475896,Sem CEP
Banca Colin,books,-26.3011383,-48.8480581,Sem CEP
Banca Marina,kiosk,-26.3008571,-48.8480238,Sem CEP
Jô Calçados,shoes,-26.3033246,-48.8473735,Sem CEP
Loja da Bíblia,religion,-26.3111840,-48.8453708,Sem CEP
Colchões Castor,bed,-26.3004684,-48.8480248,Sem CEP
Floricultura Ana Paula,florist,-26.3195897,-48.8449336,Sem CEP
Tânia Cabeleireiros,hairdresser,-26.3196798,-48.8449183,Sem CEP
Sem nome,bakery,-9.6661857,-35.7151948,Sem CEP
Grafneto,stationery,-9.5126878,-36.0026377,Sem CEP
Bradesco,bank,-9.5135015,-36.0021967,Sem CEP
Padaria CERET,bakery,-23.5546160,-46.5594677,Sem CEP
La Farina,bakery,-30.8892680,-55.5272523,Sem CEP
Posto Laranjeiras,convenience,-30.3231636,-53.2410000,Sem CEP
Fratucci Supermercados,supermarket,-21.1436271,-47.8104736,Sem CEP
Savegnago,supermarket,-21.1244149,-47.8087450,Sem CEP
Sem nome,newsagent,-22.9630631,-43.2028571,Sem CEP
Sem nome,newsagent,-22.9653637,-43.2025724,Sem CEP
Sem nome,hardware,-12.2780120,-38.9511289,Sem CEP
Banco do Brasil,bank,-27.0228809,-51.9024681,Sem CEP
Bon Pan,bakery,-25.4838391,-49.2892592,Sem CEP
Depósito de Bebidas do Aragão,trade,-22.8313970,-43.0829450,Sem CEP
Sem nome,pet,-22.8336933,-43.0813777,Sem CEP
Sem nome,deli,-22.8338994,-43.0812605,Sem CEP
Auto Portas Curitiba,car_repair,-25.4543635,-49.2309827,Sem CEP
Padaria Pão Brasil,bakery,-25.4594916,-49.2327190,Sem CEP
Proença Supermercados,supermarket,-20.2630225,-50.5403272,15700-200
Sakashita,supermarket,-20.2718479,-50.5483897,Sem CEP
Cooperativa de Artesãos de Guaraqueçaba Arte Nossa,gift,-25.3001358,-48.3276456,Sem CEP
Multicoisas,doityourself,-23.3414337,-51.1856858,Sem CEP
Ri Happy,toys,-23.3423059,-51.1860059,Sem CEP
Kodak Express,photo,-23.3428063,-51.1846280,86050-901
Renner,clothes,-23.3420232,-51.1844110,Sem CEP
Camarão,bakery,-22.8274848,-43.0608221,Sem CEP
Posto Padoin,convenience,-29.7060355,-53.7328645,Sem CEP
Novotempo Motos Honda,motorcycle,-12.9035571,-38.3407516,Sem CEP
Bahia Luz,luminarias,-12.9036031,-38.3409691,Sem CEP
TAKIMA,radiotechnics,-12.9035111,-38.3405711,Sem CEP
Camobi,bank,-29.7013076,-53.7183645,97110-800
Distribuidora Noeli,confectionery,-29.7012067,-53.7216762,Sem CEP
Sicredi,bank,-29.7018249,-53.7219696,Sem CEP
Panificadora Rei dos Reis,bakery,-1.3402102,-48.4260209,Sem CEP
Panificadora Kidelícia,bakery,-1.3399198,-48.4262413,Sem CEP
Sem nome,bakery,-1.3444898,-48.4254393,Sem CEP
Padaria do Soares,bakery,-22.5112222,-43.2345763,Sem CEP
Elias Paladino,hairdresser,-22.8335839,-43.0799189,Sem CEP
Feira das Tintas,doityourself,-22.8335904,-43.0799508,Sem CEP
Caixa Econômica Federal,bank,-22.8336015,-43.0791778,Sem CEP
Padaria Arte & Pão,bakery,-22.9193375,-43.2391173,Sem CEP
Horti Fruti,greengrocer,-22.9188730,-43.2390959,Sem CEP
Sem nome,bakery,-22.9183047,-43.2362472,Sem CEP
Conveniência do Pão,bakery,-22.9201253,-43.2398989,Sem CEP
Oficina Julio Auto Center,car_repair,-22.9203699,-43.2397648,Sem CEP
Bicho & Cia,pet,-22.9206713,-43.2397675,Sem CEP
Casa Cantisano,hardware,-22.9183590,-43.2396763,Sem CEP
Pneubom,car_repair,-22.9138107,-43.2356557,Sem CEP
Joal,car_repair,-22.9169755,-43.2376003,Sem CEP
Blockbuster,video,-22.9225118,-43.2333973,Sem CEP
Master,supermarket,-9.7438977,-36.6671936,Sem CEP
Jomart,supermarket,-9.7490898,-36.6659096,Sem CEP
Banco do Brasil,bank,-9.7527258,-36.6598154,Sem CEP
Unicompra,supermarket,-9.7526425,-36.6603167,Sem CEP
Sem nome,variety_store,-9.7416159,-36.6701860,Sem CEP
Sem nome,variety_store,-9.7506641,-36.6708560,Sem CEP
Super15 Supermercados,supermarket,-9.7338919,-36.6756185,Sem CEP
Ligue Baterias,car_repair,-22.9569968,-43.1883441,Sem CEP
Sem nome,motorcycle,-3.7231324,-38.6672671,Sem CEP
Sem nome,supermarket,-10.2812648,-36.5626780,Sem CEP
Comercial de Carnes Condados,butcher,-30.0519865,-51.2203098,Sem CEP
Funerária Paraíso,funeral_directors,-10.1768480,-48.8938669,Sem CEP
Armelin Menino Deus,confectionery,-30.0521206,-51.2203270,Sem CEP
Banco do Brasil,bank,-27.1725904,-51.7364385,Sem CEP
Sicoob,bank,-27.1732658,-51.7354445,89677-000
Conecta Áudio,musical_instrument,-15.7977891,-47.9498601,Sem CEP
Centro Automotivo,car_repair,-22.9189225,-43.2410276,Sem CEP
Cidade Nova Materiais de Construção,hardware,-22.9162097,-43.2350260,Sem CEP
Lav & Cia,laundry,-22.9189199,-43.2340672,Sem CEP
Sem nome,car_repair,-22.9169520,-43.2348463,Sem CEP
Sem nome,car_repair,-22.8543615,-43.1010471,Sem CEP
Nicolini,supermarket,-29.6967455,-53.8057758,97060-003
Ferragem Nova York,hardware,-30.0176671,-51.1955794,90560-002
MetroSul,car,-25.4590597,-49.2578875,Sem CEP
Supermercado Kibaratão,supermarket,-24.3358221,-50.6155464,84264-180
Banco Santander,bank,-19.8617119,-44.6072007,Sem CEP
Liber Postos,yes,-19.8581592,-44.6081384,Sem CEP
Santander,bank,-7.1110391,-34.8256711,Sem CEP
Caixa Econômica Federal,bank,-7.1111118,-34.8258144,Sem CEP
Banco do Brasil,bank,-11.0914136,-40.4350166,Sem CEP
Centauro,stationery,-7.0970710,-34.8340095,Sem CEP
Sem nome,newsagent,-9.6564554,-35.6984389,Sem CEP
Banrisul,bank,-30.0177828,-51.1989407,Sem CEP
Itaú,bank,-30.0173689,-51.1971349,Sem CEP
Banco Santander,bank,-30.0177143,-51.1973774,Sem CEP
Bradesco,bank,-30.0170916,-51.1974008,Sem CEP
Padaria Torquato,bakery,2.8438880,-60.7089743,Sem CEP
Supermercado do Sino,supermarket,-30.1060571,-51.2381968,Sem CEP
Santander,bank,-21.7654300,-52.1097311,19470-000
Itaú,bank,-21.7668632,-52.1094911,Sem CEP
Banco do Brasil,bank,-21.7668417,-52.1099070,Sem CEP
Banco do Brasil,bank,-21.7670377,-52.1096898,Sem CEP
Bradesco,bank,-21.7670234,-52.1101027,Sem CEP
Oficina Mecânica - Quatro Rodas,car_repair,-21.7739222,-52.1182359,19470-000
Bacana Auto Mecanica,car_repair,-26.3190013,-48.8402451,Sem CEP
Casa do Para-Choque,car_parts,-26.3190868,-48.8402349,Sem CEP
Sem nome,greengrocer,-22.8276018,-43.3217089,Sem CEP
Trakinas do Bairro,convenience,-22.8279207,-43.3236932,Sem CEP
Rede Citylar,hardware,-22.8335604,-43.3281248,Sem CEP
Sem nome,motorcycle,-22.8388402,-43.3243942,Sem CEP
JME Veículos,car,-22.8406755,-43.3239270,Sem CEP
Érika,hairdresser,-22.8462140,-43.3250727,Sem CEP
Itaú,bank,-22.8759634,-43.3357146,Sem CEP
Tele-Rio,department_store,-22.8757159,-43.3360701,Sem CEP
Sem nome,car_repair,-22.8734588,-43.3420927,Sem CEP
Sthefany,car_repair,-22.8737570,-43.3416258,Sem CEP
Dafra,motorcycle,-22.8747780,-43.3396782,Sem CEP
Banco do Brasil,bank,-21.5391414,-42.1810235,Sem CEP
Bradesco,bank,-21.5421090,-42.1786253,Sem CEP
Café Shopping,mall,-21.5406735,-42.1807717,Sem CEP
Caixa Econômica Federal,bank,-21.5392942,-42.1812089,Sem CEP
Galeria Nogueira,department_store,-21.5409801,-42.1802817,Sem CEP
Girasol Modas,clothes,-21.5443731,-42.1841973,Sem CEP
Itaú,bank,-21.5405112,-42.1805975,Sem CEP
Mercado do Consumidor,supermarket,-21.5441631,-42.1810231,Sem CEP
Rio Pomba,supermarket,-21.5354785,-42.1834240,Sem CEP
Show Room Camobi,car,-29.6979358,-53.7322207,Sem CEP
Losango,bank,-29.7018736,-53.7189490,Sem CEP
Angel Biju,jewelry,-30.0826899,-51.0273658,Sem CEP
Cacau Show,chocolate,-30.0826847,-51.0273041,94410-050
Charming Profissional Cabeleireiros,hairdresser,-30.0827028,-51.0273548,Sem CEP
Loja Ida,stationery,-30.0826988,-51.0274737,Sem CEP
Q Delícia,bakery,-30.0826937,-51.0274120,Sem CEP
Ótica Real Filial Centro,jewelry,-30.0826822,-51.0272732,94410-050
JV Salão de Beleza,beauty,-29.7049235,-53.7070243,Sem CEP
Imperial Casa de Pães,bakery,-29.7049988,-53.7071731,Sem CEP
Ponto das Tintas,hardware,-12.2632108,-38.9477685,Sem CEP
Bradesco,bank,-23.0092654,-43.4448098,Sem CEP
Santander Prime,bank,-23.0093329,-43.4450626,Sem CEP
Volvo Penta,car,-23.0094261,-43.4456863,Sem CEP
Bradesco,bank,-23.0118831,-43.4549629,Sem CEP
Refricentro,car_repair,-23.0122316,-43.4565161,Sem CEP
Santander,bank,-23.0130675,-43.4595331,Sem CEP
Star Mart,supermarket,-23.0122528,-43.4566269,Sem CEP
Widmen,car_repair,-23.0128692,-43.4587947,Sem CEP
Oficina Ramos,car_repair,-8.0341254,-34.8912072,Sem CEP
Autocenter João de Barros,car_repair,-8.0470520,-34.8900800,Sem CEP
Mercado Batistão da Carioca,convenience,-22.9068315,-43.1807709,Sem CEP
Sem nome,garden_centre,-22.9065516,-43.1811990,Sem CEP
Sem nome,newsagent,-22.9081474,-43.1794742,Sem CEP
Sem nome,car,-24.7253304,-53.7387656,Sem CEP
Sem nome,car,-24.7229574,-53.7393538,Sem CEP
Sem nome,car,-24.7225223,-53.7393219,Sem CEP
Sem nome,car,-24.7225041,-53.7389584,Sem CEP
Sem nome,car,-24.7220759,-53.7394436,Sem CEP
Sem nome,car,-24.7212275,-53.7387448,Sem CEP
Sem nome,car,-24.7207887,-53.7386669,Sem CEP
Abatedouro Melhor Preço,butcher,-12.6757082,-39.1009816,Sem CEP
Açougue e Frigorífico Silveira,butcher,-12.6763654,-39.1009945,Sem CEP
Belly Modas,clothes,-12.6752833,-39.1008244,Sem CEP
Comfertil,hardware,-12.6750950,-39.1009276,Sem CEP
Conexão Jeans,clothes,-12.6757391,-39.1010497,Sem CEP
Gomes Confecções,clothes,-12.6758975,-39.1012172,Sem CEP
Loja Tubiense,clothes,-12.6758109,-39.1012426,Sem CEP
Mac San,bakery,-12.6759743,-39.1011792,Sem CEP
Sport.com,clothes,-12.6753599,-39.1007865,Sem CEP
Tauane Confecções,clothes,-12.6762414,-39.1010308,Sem CEP
Supermercado Central do Moto cerra,supermarket,-14.2673281,-49.6572978,Sem CEP
Dubai Motorcycles,yes,-15.8473943,-48.0425924,Sem CEP
Casa das etiquetas,yes,-15.8461706,-48.0427236,Sem CEP
Puro sono,yes,-15.8448633,-48.0434424,Sem CEP
Pepe tintas,yes,-15.8459214,-48.0434263,Sem CEP
Dr. Colchão,yes,-15.8460934,-48.0433401,Sem CEP
Kasinski,yes,-15.8461661,-48.0432996,Sem CEP
BSB colchões,yes,-15.8462368,-48.0432698,Sem CEP
Volkswagen - Caminhões,car,-19.5079230,-42.6064137,Sem CEP
Sem nome,car,-24.7229378,-53.7382543,Sem CEP
Sem nome,kiosk,-19.8615825,-44.6070033,Sem CEP
Sem nome,bakery,-21.1844731,-47.8096737,Sem CEP
Brother Veículos,car,-22.8394039,-43.3242695,Sem CEP
RJ Pneus,car_repair,-22.8417427,-43.3238459,Sem CEP
Filho da Luz,hardware,-22.8421806,-43.3257349,Sem CEP
Sem nome,car_repair,-22.8455791,-43.3249759,Sem CEP
Ideé's Convites de Formatura,ticket,-25.4545088,-49.2282244,Sem CEP
Bradesco,bank,-18.7518131,-44.4278539,Sem CEP
Padaria Nobreza,bakery,-23.0171776,-43.4573402,Sem CEP
Cactus,musical_instrument,-9.6660824,-35.7351285,Sem CEP
Só Reparos,hardware,-15.7735269,-47.8771905,Sem CEP
Sem nome,music,-12.9856650,-38.5138998,Sem CEP
Bradesco,bank,-7.3030343,-35.4778404,Sem CEP
Banco do Brasil,bank,-7.2674408,-35.2580452,Sem CEP
Mercado Público,mall,-7.2497025,-35.2094383,Sem CEP
